기준일,순위,팀명,경기,승,패,무,승률,게임차,최근10경기,연속,홈,방문
2024-03-27,5,삼성,4,2,1,1,0.667,1.0,2승1무1패,1패,0-0-0,2-1-1
2024-03-27,7,SSG,4,2,2,0,0.5,1.5,2승0무2패,2패,2-0-2,0-0-0
2024-03-27,8,KT,4,0,4,0,0.0,3.5,0승0무4패,4패,0-0-4,0-0-0
2024-03-27,8,롯데,4,0,4,0,0.0,3.5,0승0무4패,4패,0-0-0,0-0-4
2024-03-27,8,키움,3,0,3,0,0.0,3.0,0승0무3패,3패,0-0-0,0-0-3
2024-03-28,1,KIA,3,3,0,0,1.0,0.0,3승0무0패,3승,3-0-0,0-0-0
2024-03-28,2,한화,5,4,1,0,0.8,0.0,4승0무1패,4승,0-0-0,4-0-1
2024-03-28,3,LG,5,3,1,1,0.75,0.5,3승1무1패,2승,3-1-1,0-0-0
2024-03-28,3,NC,4,3,1,0,0.75,0.5,3승0무1패,2승,3-0-1,0-0-0
2024-03-28,5,두산,5,3,2,0,0.6,1.0,3승0무2패,1패,0-0-0,3-0-2
2024-03-28,6,삼성,5,2,2,1,0.5,1.5,2승1무2패,2패,0-0-0,2-1-2
2024-03-28,7,SSG,5,2,3,0,0.4,2.0,2승0무3패,3패,2-0-3,0-0-0
2024-03-28,8,KT,5,1,4,0,0.2,3.0,1승0무4패,1승,1-0-4,0-0-0
2024-03-28,9,롯데,4,0,4,0,0.0,3.5,0승0무4패,4패,0-0-0,0-0-4
2024-03-28,9,키움,3,0,3,0,0.0,3.0,0승0무3패,3패,0-0-0,0-0-3
2024-03-29,1,KIA,4,4,0,0,1.0,0.0,4승0무0패,4승,3-0-0,1-0-0
2024-03-29,2,한화,6,5,1,0,0.833,0.0,5승0무1패,5승,1-0-0,4-0-1
2024-03-29,3,LG,6,4,1,1,0.8,0.5,4승1무1패,3승,3-1-1,1-0-0
2024-03-29,4,NC,5,3,2,0,0.6,1.5,3승0무2패,1패,3-0-1,0-0-1
2024-03-29,5,SSG,6,3,3,0,0.5,2.0,3승0무3패,1승,2-0-3,1-0-0
2024-03-29,5,두산,6,3,3,0,0.5,2.0,3승0무3패,2패,0-0-1,3-0-2
2024-03-29,7,삼성,6,2,3,1,0.4,2.5,2승1무3패,3패,0-0-1,2-1-2
2024-03-29,8,롯데,5,1,4,0,0.2,3.5,1승0무4패,1승,1-0-0,0-0-4
2024-03-29,9,KT,6,1,5,0,0.167,4.0,1승0무5패,1패,1-0-4,0-0-1
2024-03-29,10,키움,4,0,4,0,0.0,4.0,0승0무4패,4패,0-0-1,0-0-3
2024-03-30,1,한화,7,6,1,0,0.857,0.0,6승0무1패,6승,2-0-0,4-0-1
2024-03-30,2,KIA,5,4,1,0,0.8,1.0,4승0무1패,1패,3-0-0,1-0-1
2024-03-30,3,LG,7,4,2,1,0.667,1.5,4승1무2패,1패,3-1-1,1-0-1
2024-03-30,3,NC,6,4,2,0,0.667,1.5,4승0무2패,1승,3-0-1,1-0-1
2024-03-30,5,SSG,7,4,3,0,0.571,2.0,4승0무3패,2승,2-0-3,2-0-0
2024-03-30,5,두산,7,4,3,0,0.571,2.0,4승0무3패,1승,1-0-1,3-0-2
2024-03-30,7,삼성,7,2,4,1,0.333,3.5,2승1무4패,4패,0-0-2,2-1-2
2024-03-30,8,키움,5,1,4,0,0.2,4.0,1승0무4패,1승,1-0-1,0-0-3
2024-03-30,9,롯데,6,1,5,0,0.167,4.5,1승0무5패,1패,1-0-1,0-0-4
2024-03-30,10,KT,7,1,6,0,0.143,5.0,1승0무6패,2패,1-0-4,0-0-2
2024-03-31,1,한화,8,7,1,0,0.875,0.0,7승0무1패,7승,3-0-0,4-0-1
2024-03-31,2,KIA,6,5,1,0,0.833,1.0,5승0무1패,1승,3-0-0,2-0-1
2024-03-31,3,NC,7,5,2,0,0.714,1.5,5승0무2패,2승,3-0-1,2-0-1
2024-03-31,4,SSG,8,5,3,0,0.625,2.0,5승0무3패,3승,2-0-3,3-0-0
2024-03-31,5,LG,8,4,3,1,0.571,2.5,4승1무3패,2패,3-1-1,1-0-2
2024-03-31,6,두산,8,4,4,0,0.5,3.0,4승0무4패,1패,1-0-2,3-0-2
2024-03-31,7,키움,6,2,4,0,0.333,4.0,2승0무4패,2승,2-0-1,0-0-3
2024-03-31,8,삼성,8,2,5,1,0.286,4.5,2승1무5패,5패,0-0-3,2-1-2
2024-03-31,9,롯데,7,1,6,0,0.143,5.5,1승0무6패,2패,1-0-2,0-0-4
2024-03-31,10,KT,8,1,7,0,0.125,6.0,1승0무7패,3패,1-0-4,0-0-3
2024-04-02,1,한화,9,7,2,0,0.778,0.0,7승0무2패,1패,3-0-1,4-0-1
2024-04-02,2,NC,8,6,2,0,0.75,0.5,6승0무2패,3승,3-0-1,3-0-1
2024-04-02,3,KIA,7,5,2,0,0.714,1.0,5승0무2패,1패,3-0-0,2-0-2
2024-04-02,4,SSG,9,6,3,0,0.667,1.0,6승0무3패,4승,3-0-3,3-0-0
2024-04-02,5,LG,9,4,4,1,0.5,2.5,4승1무4패,3패,3-1-2,1-0-2
2024-04-02,6,두산,9,4,5,0,0.444,3.0,4승0무5패,2패,1-0-2,3-0-3
2024-04-02,7,키움,7,3,4,0,0.429,3.0,3승0무4패,3승,2-0-1,1-0-3
2024-04-02,8,롯데,8,2,6,0,0.25,4.5,2승0무6패,1승,1-0-2,1-0-4
2024-04-02,8,삼성,9,2,6,1,0.25,4.5,2승1무6패,6패,0-0-4,2-1-2
2024-04-02,10,KT,9,2,7,0,0.222,5.0,2승0무7패,1승,2-0-4,0-0-3
2024-04-03,1,한화,9,7,2,0,0.778,0.0,7승0무2패,1패,3-0-1,4-0-1
2024-04-03,2,KIA,8,6,2,0,0.75,0.5,6승0무2패,1승,3-0-0,3-0-2
2024-04-03,3,SSG,10,7,3,0,0.7,0.5,7승0무3패,5승,4-0-3,3-0-0
2024-04-03,4,NC,9,6,3,0,0.667,1.0,6승0무3패,1패,3-0-1,3-0-2
2024-04-03,5,LG,10,5,4,1,0.556,2.0,5승1무4패,1승,4-1-2,1-0-2
2024-04-03,6,키움,7,3,4,0,0.429,3.0,3승0무4패,3승,2-0-1,1-0-3
2024-04-03,7,두산,10,4,6,0,0.4,3.5,4승0무6패,3패,1-0-2,3-0-4
2024-04-03,8,롯데,8,2,6,0,0.25,4.5,2승0무6패,1승,1-0-2,1-0-4
2024-04-03,8,삼성,9,2,6,1,0.25,4.5,2승1무6패,6패,0-0-4,2-1-2
2024-04-03,10,KT,10,2,8,0,0.2,5.5,2승0무8패,1패,2-0-5,0-0-3
2024-04-04,1,한화,10,8,2,0,0.8,0.0,8승0무2패,1승,4-0-1,4-0-1
2024-04-04,2,KIA,9,7,2,0,0.778,0.5,7승0무2패,2승,3-0-0,4-0-2
2024-04-04,3,SSG,11,8,3,0,0.727,0.5,7승0무3패,6승,5-0-3,3-0-0
2024-04-04,4,LG,11,6,4,1,0.6,2.0,5승1무4패,2승,5-1-2,1-0-2
2024-04-04,4,NC,10,6,4,0,0.6,2.0,6승0무4패,2패,3-0-1,3-0-3
2024-04-04,6,키움,8,4,4,0,0.5,3.0,4승0무4패,4승,2-0-1,2-0-3
2024-04-04,7,두산,11,4,7,0,0.364,4.5,4승0무6패,4패,1-0-2,3-0-5
2024-04-04,8,롯데,9,2,7,0,0.222,5.5,2승0무7패,1패,1-0-2,1-0-5
2024-04-04,8,삼성,10,2,7,1,0.222,5.5,2승1무7패,7패,0-0-5,2-1-2
2024-04-04,10,KT,11,2,9,0,0.182,6.5,2승0무8패,2패,2-0-6,0-0-3
2024-04-05,1,KIA,10,8,2,0,0.8,0.0,8승0무2패,3승,4-0-0,4-0-2
2024-04-05,2,한화,11,8,3,0,0.727,0.5,8승0무2패,1패,4-0-1,4-0-2
2024-04-05,3,SSG,12,8,4,0,0.667,1.0,6승0무4패,1패,5-0-3,3-0-1
2024-04-05,4,NC,11,7,4,0,0.636,1.5,6승0무4패,1승,4-0-1,3-0-3
2024-04-05,5,키움,9,5,4,0,0.556,2.5,5승0무4패,5승,3-0-1,2-0-3
2024-04-05,6,LG,12,6,5,1,0.545,2.5,5승1무4패,1패,5-1-3,1-0-2
2024-04-05,7,두산,12,5,7,0,0.417,4.0,4승0무6패,1승,1-0-2,4-0-5
2024-04-05,8,KT,12,3,9,0,0.25,6.0,3승0무7패,1승,2-0-6,1-0-3
2024-04-05,9,롯데,10,2,8,0,0.2,6.0,2승0무8패,2패,1-0-3,1-0-5
2024-04-05,9,삼성,11,2,8,1,0.2,6.0,1승1무8패,8패,0-0-5,2-1-3
2024-04-06,1,KIA,11,8,3,0,0.727,0.0,7승0무3패,1패,4-0-1,4-0-2
2024-04-06,2,NC,12,8,4,0,0.667,0.5,7승0무3패,2승,5-0-1,3-0-3
2024-04-06,2,한화,12,8,4,0,0.667,0.5,7승0무3패,2패,4-0-1,4-0-3
2024-04-06,4,SSG,13,8,5,0,0.615,1.0,6승0무4패,2패,5-0-3,3-0-2
2024-04-06,5,키움,10,6,4,0,0.6,1.5,6승0무4패,6승,4-0-1,2-0-3
2024-04-06,6,LG,13,7,5,1,0.583,1.5,5승1무4패,1승,6-1-3,1-0-2
2024-04-06,7,두산,13,5,8,0,0.385,4.0,3승0무7패,1패,1-0-2,4-0-6
2024-04-06,8,롯데,11,3,8,0,0.273,5.0,3승0무7패,1승,2-0-3,1-0-5
2024-04-06,8,삼성,12,3,8,1,0.273,5.0,1승1무8패,1승,0-0-5,3-1-3
2024-04-06,10,KT,13,3,10,0,0.231,6.0,3승0무7패,1패,2-0-6,1-0-4
2024-04-07,1,NC,13,9,4,0,0.692,0.0,7승0무3패,3승,6-0-1,3-0-3
2024-04-07,2,KIA,12,8,4,0,0.667,0.5,6승0무4패,2패,4-0-2,4-0-2
2024-04-07,3,키움,11,7,4,0,0.636,1.0,7승0무3패,7승,5-0-1,2-0-3
2024-04-07,4,LG,14,8,5,1,0.615,1.0,6승0무4패,2승,7-1-3,1-0-2
2024-04-07,4,한화,13,8,5,0,0.615,1.0,6승0무4패,3패,4-0-1,4-0-4
2024-04-07,6,SSG,14,8,6,0,0.571,1.5,6승0무4패,3패,5-0-3,3-0-3
2024-04-07,7,두산,14,5,9,0,0.357,4.5,2승0무8패,2패,1-0-2,4-0-7
2024-04-07,8,롯데,12,4,8,0,0.333,4.5,4승0무6패,2승,3-0-3,1-0-5
2024-04-07,8,삼성,13,4,8,1,0.333,4.5,2승1무7패,2승,0-0-5,4-1-3
2024-04-07,10,KT,14,3,11,0,0.214,6.5,3승0무7패,2패,2-0-6,1-0-5
2024-04-09,1,KIA,13,9,4,0,0.692,0.0,6승0무4패,1승,5-0-2,4-0-2
2024-04-09,2,NC,14,9,5,0,0.643,0.5,6승0무4패,1패,6-0-2,3-0-3
2024-04-09,3,SSG,15,9,6,0,0.6,1.0,7승0무3패,1승,6-0-3,3-0-3
2024-04-09,4,키움,12,7,5,0,0.583,1.5,7승0무3패,1패,5-0-1,2-0-4
2024-04-09,5,LG,15,8,6,1,0.571,1.5,5승0무5패,1패,7-1-3,1-0-3
2024-04-09,5,한화,14,8,6,0,0.571,1.5,5승0무5패,4패,4-0-1,4-0-5
2024-04-09,7,두산,15,6,9,0,0.4,4.0,3승0무7패,1승,2-0-2,4-0-7
2024-04-09,8,삼성,14,5,8,1,0.385,4.0,3승0무7패,3승,0-0-5,5-1-3
2024-04-09,9,롯데,13,4,9,0,0.308,5.0,4승0무6패,1패,3-0-4,1-0-5
2024-04-09,10,KT,15,4,11,0,0.267,6.0,3승0무7패,1승,2-0-6,2-0-5
2024-04-10,1,KIA,14,10,4,0,0.714,0.0,6승0무4패,2승,6-0-2,4-0-2
2024-04-10,2,NC,15,10,5,0,0.667,0.5,7승0무3패,1승,7-0-2,3-0-3
2024-04-10,3,SSG,16,10,6,0,0.625,1.0,7승0무3패,2승,7-0-3,3-0-3
2024-04-10,4,키움,13,7,6,0,0.538,2.5,7승0무3패,2패,5-0-1,2-0-5
2024-04-10,5,LG,16,8,7,1,0.533,2.5,4승0무6패,2패,7-1-3,1-0-4
2024-04-10,5,한화,15,8,7,0,0.533,2.5,4승0무6패,5패,4-0-1,4-0-6
2024-04-10,7,두산,16,7,9,0,0.438,4.0,4승0무6패,2승,3-0-2,4-0-7
2024-04-10,8,삼성,15,6,8,1,0.429,4.0,4승0무6패,4승,0-0-5,6-1-3
2024-04-10,9,롯데,14,4,10,0,0.286,6.0,4승0무6패,2패,3-0-5,1-0-5
2024-04-10,10,KT,16,4,12,0,0.25,7.0,3승0무7패,1패,2-0-6,2-0-6
2024-04-11,1,KIA,15,11,4,0,0.733,0.0,7승0무3패,3승,7-0-2,4-0-2
2024-04-11,2,NC,16,11,5,0,0.688,0.5,7승0무3패,2승,8-0-2,3-0-3
2024-04-11,3,SSG,17,10,7,0,0.588,2.0,6승0무4패,1패,7-0-4,3-0-3
2024-04-11,4,키움,14,8,6,0,0.571,2.5,8승0무2패,1승,5-0-1,3-0-5
2024-04-11,5,한화,16,9,7,0,0.563,2.5,4승0무6패,1승,4-0-1,5-0-6
2024-04-11,6,LG,17,8,8,1,0.5,3.5,4승0무6패,3패,7-1-3,1-0-5
2024-04-11,7,삼성,16,7,8,1,0.467,4.0,5승0무5패,5승,0-0-5,7-1-3
2024-04-11,8,두산,17,7,10,0,0.412,5.0,3승0무7패,1패,3-0-3,4-0-7
2024-04-11,9,롯데,15,4,11,0,0.267,7.0,3승0무7패,3패,3-0-6,1-0-5
2024-04-11,10,KT,17,4,13,0,0.235,8.0,3승0무7패,2패,2-0-6,2-0-7
2024-04-12,1,KIA,16,12,4,0,0.75,0.0,7승0무3패,4승,7-0-2,5-0-2
2024-04-12,2,NC,17,12,5,0,0.706,0.5,7승0무3패,3승,8-0-2,4-0-3
2024-04-12,3,키움,15,9,6,0,0.6,2.5,8승0무2패,2승,6-0-1,3-0-5
2024-04-12,4,SSG,18,10,8,0,0.556,3.0,5승0무5패,2패,7-0-4,3-0-4
2024-04-12,5,LG,18,9,8,1,0.529,3.5,5승0무5패,1승,7-1-3,2-0-5
2024-04-12,5,한화,17,9,8,0,0.529,3.5,3승0무7패,1패,4-0-2,5-0-6
2024-04-12,7,삼성,17,7,9,1,0.438,5.0,5승0무5패,1패,0-0-6,7-1-3
2024-04-12,8,두산,18,7,11,0,0.389,6.0,3승0무7패,2패,3-0-4,4-0-7
2024-04-12,9,KT,18,5,13,0,0.278,8.0,4승0무6패,1승,3-0-6,2-0-7
2024-04-12,10,롯데,16,4,12,0,0.25,8.0,3승0무7패,4패,3-0-6,1-0-6
2024-04-13,1,KIA,17,13,4,0,0.765,0.0,8승0무2패,5승,7-0-2,6-0-2
2024-04-13,2,NC,18,13,5,0,0.722,0.5,7승0무3패,4승,8-0-2,5-0-3
2024-04-13,3,키움,16,10,6,0,0.625,2.5,8승0무2패,3승,7-0-1,3-0-5
2024-04-13,4,SSG,19,11,8,0,0.579,3.0,5승0무5패,1승,7-0-4,4-0-4
2024-04-13,5,LG,19,9,9,1,0.5,4.5,5승0무5패,1패,7-1-3,2-0-6
2024-04-13,5,한화,18,9,9,0,0.5,4.5,2승0무8패,2패,4-0-3,5-0-6
2024-04-13,7,두산,19,8,11,0,0.421,6.0,4승0무6패,1승,4-0-4,4-0-7
2024-04-13,8,삼성,18,7,10,1,0.412,6.0,5승0무5패,2패,0-0-7,7-1-3
2024-04-13,9,KT,19,5,14,0,0.263,9.0,3승0무7패,1패,3-0-7,2-0-7
2024-04-13,10,롯데,17,4,13,0,0.235,9.0,3승0무7패,5패,3-0-6,1-0-7
2024-04-14,1,KIA,18,14,4,0,0.778,0.0,8승0무2패,6승,7-0-2,7-0-2
2024-04-14,2,NC,19,13,6,0,0.684,1.5,7승0무3패,1패,8-0-2,5-0-4
2024-04-14,3,키움,17,11,6,0,0.647,2.5,8승0무2패,4승,8-0-1,3-0-5
2024-04-14,4,SSG,20,12,8,0,0.6,3.0,5승0무5패,2승,7-0-4,5-0-4
2024-04-14,5,LG,20,9,10,1,0.474,5.5,4승0무6패,2패,7-1-3,2-0-7
2024-04-14,5,한화,19,9,10,0,0.474,5.5,2승0무8패,3패,4-0-4,5-0-6
2024-04-14,7,두산,20,9,11,0,0.45,6.0,5승0무5패,2승,5-0-4,4-0-7
2024-04-14,8,삼성,19,8,10,1,0.444,6.0,6승0무4패,1승,1-0-7,7-1-3
2024-04-14,9,KT,20,5,15,0,0.25,10.0,3승0무7패,2패,3-0-8,2-0-7
2024-04-14,10,롯데,18,4,14,0,0.222,10.0,2승0무8패,6패,3-0-6,1-0-8
2024-04-16,1,KIA,19,14,5,0,0.737,0.0,7승0무3패,1패,7-0-2,7-0-3
2024-04-16,2,키움,18,12,6,0,0.667,1.5,8승0무2패,5승,9-0-1,3-0-5
2024-04-16,3,NC,20,13,7,0,0.65,1.5,7승0무3패,2패,8-0-3,5-0-4
2024-04-16,4,SSG,21,13,8,0,0.619,2.0,5승0무5패,3승,8-0-4,5-0-4
2024-04-16,5,LG,21,10,10,1,0.5,4.5,4승0무6패,1승,8-1-3,2-0-7
2024-04-16,5,한화,20,10,10,0,0.5,4.5,2승0무8패,1승,4-0-4,6-0-6
2024-04-16,7,삼성,20,9,10,1,0.474,5.0,7승0무3패,2승,2-0-7,7-1-3
2024-04-16,8,두산,21,9,12,0,0.429,6.0,5승0무5패,1패,5-0-4,4-0-8
2024-04-16,9,KT,21,5,16,0,0.238,10.0,3승0무7패,3패,3-0-8,2-0-8
2024-04-16,10,롯데,19,4,15,0,0.211,10.0,2승0무8패,7패,3-0-6,1-0-9
2024-04-17,1,KIA,20,15,5,0,0.75,0.0,7승0무3패,1승,7-0-2,8-0-3
2024-04-17,2,NC,21,14,7,0,0.667,1.5,7승0무3패,1승,9-0-3,5-0-4
2024-04-17,3,키움,19,12,7,0,0.632,2.5,7승0무3패,1패,9-0-2,3-0-5
2024-04-17,4,SSG,22,13,9,0,0.591,3.0,5승0무5패,1패,8-0-5,5-0-4
2024-04-17,5,LG,22,11,10,1,0.524,4.5,5승0무5패,2승,9-1-3,2-0-7
2024-04-17,6,삼성,21,10,10,1,0.5,5.0,8승0무2패,3승,3-0-7,7-1-3
2024-04-17,7,한화,21,10,11,0,0.476,5.5,2승0무8패,1패,4-0-4,6-0-7
2024-04-17,8,두산,22,9,13,0,0.409,7.0,4승0무6패,2패,5-0-4,4-0-9
2024-04-17,9,KT,22,6,16,0,0.273,10.0,3승0무7패,1승,3-0-8,3-0-8
2024-04-17,10,롯데,20,4,16,0,0.2,11.0,2승0무8패,8패,3-0-6,1-0-10
2024-04-18,1,KIA,21,15,6,0,0.714,0.0,7승0무3패,1패,7-0-2,8-0-4
2024-04-18,2,NC,21,14,7,0,0.667,1.0,7승0무3패,1승,9-0-3,5-0-4
2024-04-18,3,SSG,23,14,9,0,0.609,2.0,6승0무4패,1승,9-0-5,5-0-4
2024-04-18,4,키움,20,12,8,0,0.6,2.5,6승0무4패,2패,9-0-3,3-0-5
2024-04-18,5,삼성,22,11,10,1,0.524,4.0,8승0무2패,4승,4-0-7,7-1-3
2024-04-18,6,LG,23,11,11,1,0.5,4.5,4승0무6패,1패,9-1-4,2-0-7
2024-04-18,7,한화,21,10,11,0,0.476,5.0,2승0무8패,1패,4-0-4,6-0-7
2024-04-18,8,두산,23,9,14,0,0.391,7.0,4승0무6패,3패,5-0-4,4-0-10
2024-04-18,9,KT,23,7,16,0,0.304,9.0,4승0무6패,2승,3-0-8,4-0-8
2024-04-18,10,롯데,21,5,16,0,0.238,10.0,2승0무8패,1승,3-0-6,2-0-10
2024-04-19,1,KIA,22,16,6,0,0.727,0.0,8승0무2패,1승,8-0-2,8-0-4
2024-04-19,2,NC,22,14,8,0,0.636,2.0,6승0무4패,1패,9-0-3,5-0-5
2024-04-19,3,SSG,24,14,10,0,0.583,3.0,6승0무4패,1패,9-0-6,5-0-4
2024-04-19,4,키움,21,12,9,0,0.571,3.5,5승0무5패,3패,9-0-3,3-0-6
2024-04-19,5,LG,24,12,11,1,0.522,4.5,4승0무6패,1승,9-1-4,3-0-7
2024-04-19,6,삼성,23,11,11,1,0.5,5.0,7승0무3패,1패,4-0-7,7-1-4
2024-04-19,6,한화,22,11,11,0,0.5,5.0,3승0무7패,1승,5-0-4,6-0-7
2024-04-19,8,두산,24,10,14,0,0.417,7.0,5승0무5패,1승,6-0-4,4-0-10
2024-04-19,9,KT,24,7,17,0,0.292,10.0,4승0무6패,1패,3-0-8,4-0-9
2024-04-19,10,롯데,22,6,16,0,0.273,10.0,2승0무8패,2승,4-0-6,2-0-10
2024-04-20,1,KIA,23,17,6,0,0.739,0.0,8승0무2패,2승,9-0-2,8-0-4
2024-04-20,2,NC,23,14,9,0,0.609,3.0,5승0무5패,2패,9-0-3,5-0-6
2024-04-20,3,SSG,24,14,10,0,0.583,3.5,6승0무4패,1패,9-0-6,5-0-4
2024-04-20,4,키움,21,12,9,0,0.571,4.0,5승0무5패,3패,9-0-3,3-0-6
2024-04-20,5,LG,24,12,11,1,0.522,5.0,4승0무6패,1승,9-1-4,3-0-7
2024-04-20,5,삼성,24,12,11,1,0.522,5.0,7승0무3패,1승,4-0-7,8-1-4
2024-04-20,7,한화,23,11,12,0,0.478,6.0,3승0무7패,1패,5-0-5,6-0-7
2024-04-20,8,두산,24,10,14,0,0.417,7.5,5승0무5패,1승,6-0-4,4-0-10
2024-04-20,9,KT,24,7,17,0,0.292,10.5,4승0무6패,1패,3-0-8,4-0-9
2024-04-20,10,롯데,22,6,16,0,0.273,10.5,2승0무8패,2승,4-0-6,2-0-10
2024-04-21,1,KIA,24,17,7,0,0.708,0.0,7승0무3패,1패,9-0-3,8-0-4
2024-04-21,2,NC,24,15,9,0,0.625,2.0,6승0무4패,1승,9-0-3,6-0-6
2024-04-21,3,키움,23,13,10,0,0.565,3.5,6승0무4패,1패,9-0-3,4-0-7
2024-04-21,4,SSG,26,14,11,1,0.56,3.5,4승1무5패,2패,9-1-7,5-0-4
2024-04-21,5,LG,26,13,11,2,0.542,4.0,5승1무4패,2승,9-1-4,4-1-7
2024-04-21,5,삼성,25,13,11,1,0.542,4.0,7승0무3패,2승,4-0-7,9-1-4
2024-04-21,7,한화,24,11,13,0,0.458,6.0,3승0무7패,2패,5-0-6,6-0-7
2024-04-21,8,두산,26,11,15,0,0.423,7.0,4승0무6패,1승,7-0-5,4-0-10
2024-04-21,9,롯데,24,7,16,1,0.304,9.5,3승1무6패,3승,5-1-6,2-0-10
2024-04-21,10,KT,26,7,18,1,0.28,10.5,3승1무6패,2패,3-0-8,4-1-10
2024-04-23,1,KIA,25,18,7,0,0.72,0.0,7승0무3패,1승,9-0-3,9-0-4
2024-04-23,2,NC,25,15,10,0,0.6,3.0,5승0무5패,1패,9-0-3,6-0-7
2024-04-23,3,SSG,26,14,11,1,0.56,4.0,4승1무5패,2패,9-1-7,5-0-4
2024-04-23,3,삼성,26,14,11,1,0.56,4.0,7승0무3패,3승,5-0-7,9-1-4
2024-04-23,5,키움,24,13,11,0,0.542,4.5,5승0무5패,2패,9-0-4,4-0-7
2024-04-23,6,LG,27,13,12,2,0.52,5.0,5승1무4패,1패,9-1-4,4-1-8
2024-04-23,7,두산,27,12,15,0,0.444,7.0,5승0무5패,2승,8-0-5,4-0-10
2024-04-23,8,한화,25,11,14,0,0.44,7.0,3승0무7패,3패,5-0-6,6-0-8
2024-04-23,9,KT,27,8,18,1,0.308,10.5,4승1무5패,1승,4-0-8,4-1-10
2024-04-23,10,롯데,24,7,16,1,0.304,10.0,3승1무6패,3승,5-1-6,2-0-10
2024-04-24,1,KIA,26,19,7,0,0.731,0.0,7승0무3패,2승,9-0-3,10-0-4
2024-04-24,2,NC,26,16,10,0,0.615,3.0,5승0무5패,1승,9-0-3,7-0-7
2024-04-24,3,SSG,27,15,11,1,0.577,4.0,5승1무4패,1승,9-1-7,6-0-4
2024-04-24,3,삼성,27,15,11,1,0.577,4.0,8승0무2패,4승,6-0-7,9-1-4
2024-04-24,5,키움,25,13,12,0,0.52,5.5,4승0무6패,3패,9-0-5,4-0-7
2024-04-24,6,LG,28,13,13,2,0.5,6.0,4승1무5패,2패,9-1-4,4-1-9
