기준일,순위,팀명,경기,승,패,무,승률,게임차,최근10경기,연속,홈,방문
2021-04-07,6,키움,4,2,2,0,0.5,1.5,2승0무2패,2패,2-0-2,0-0-0
2021-04-07,7,NC,3,1,2,0,0.333,2.0,1승0무2패,1승,1-0-2,0-0-0
2021-04-07,7,롯데,3,1,2,0,0.333,2.0,1승0무2패,1패,0-0-0,1-0-2
2021-04-07,7,한화,3,1,2,0,0.333,2.0,1승0무2패,1승,0-0-0,1-0-2
2021-04-07,10,삼성,4,0,4,0,0.0,3.5,0승0무4패,4패,0-0-0,0-0-4
2021-04-08,1,두산,4,3,1,0,0.75,0.0,3승0무1패,1패,3-0-1,0-0-0
2021-04-08,1,LG,4,3,1,0,0.75,0.0,3승0무1패,1승,0-0-0,3-0-1
2021-04-08,1,KIA,4,3,1,0,0.75,0.0,3승0무1패,3승,0-0-0,3-0-1
2021-04-08,1,SSG,4,3,1,0,0.75,0.0,3승0무1패,1승,3-0-1,0-0-0
2021-04-08,5,KT,4,2,2,0,0.5,1.0,2승0무2패,1패,2-0-2,0-0-0
2021-04-08,5,롯데,4,2,2,0,0.5,1.0,2승0무2패,1승,0-0-0,2-0-2
2021-04-08,7,키움,5,2,3,0,0.4,1.5,2승0무3패,3패,2-0-3,0-0-0
2021-04-08,8,NC,4,1,3,0,0.25,2.0,1승0무3패,1패,1-0-3,0-0-0
2021-04-08,8,한화,4,1,3,0,0.25,2.0,1승0무3패,1패,0-0-0,1-0-3
2021-04-08,10,삼성,5,1,4,0,0.2,2.5,1승0무4패,1승,0-0-0,1-0-4
2021-04-09,1,LG,5,4,1,0,0.8,0.0,4승0무1패,2승,1-0-0,3-0-1
2021-04-09,2,두산,5,3,2,0,0.6,1.0,3승0무2패,2패,3-0-1,0-0-1
2021-04-09,2,KIA,5,3,2,0,0.6,1.0,3승0무2패,1패,0-0-1,3-0-1
2021-04-09,2,SSG,5,3,2,0,0.6,1.0,3승0무2패,1패,3-0-1,0-0-1
2021-04-09,5,키움,6,3,3,0,0.5,1.5,3승0무3패,1승,2-0-3,1-0-0
2021-04-09,6,NC,5,2,3,0,0.4,2.0,2승0무3패,1승,1-0-3,1-0-0
2021-04-09,6,KT,5,2,3,0,0.4,2.0,2승0무3패,2패,2-0-2,0-0-1
2021-04-09,6,롯데,5,2,3,0,0.4,2.0,2승0무3패,1패,0-0-1,2-0-2
2021-04-09,6,한화,5,2,3,0,0.4,2.0,2승0무3패,1승,1-0-0,1-0-3
2021-04-09,10,삼성,6,2,4,0,0.333,2.5,2승0무4패,2승,1-0-0,1-0-4
2021-04-10,1,두산,6,4,2,0,0.667,0.0,4승0무2패,1승,3-0-1,1-0-1
2021-04-10,1,LG,6,4,2,0,0.667,0.0,4승0무2패,1패,1-0-1,3-0-1
2021-04-10,1,SSG,6,4,2,0,0.667,0.0,4승0무2패,1승,3-0-1,1-0-1
2021-04-10,4,NC,6,3,3,0,0.5,1.0,3승0무3패,2승,1-0-3,2-0-0
2021-04-10,4,KIA,6,3,3,0,0.5,1.0,3승0무3패,2패,0-0-2,3-0-1
2021-04-10,4,롯데,6,3,3,0,0.5,1.0,3승0무3패,1승,1-0-1,2-0-2
2021-04-10,7,키움,7,3,4,0,0.429,1.5,3승0무4패,1패,2-0-3,1-0-1
2021-04-10,7,삼성,7,3,4,0,0.429,1.5,3승0무4패,3승,2-0-0,1-0-4
2021-04-10,9,KT,6,2,4,0,0.333,2.0,2승0무4패,3패,2-0-2,0-0-2
2021-04-10,9,한화,6,2,4,0,0.333,2.0,2승0무4패,1패,1-0-1,1-0-3
2021-04-11,1,LG,7,5,2,0,0.714,0.0,5승0무2패,1승,2-0-1,3-0-1
2021-04-11,2,NC,7,4,3,0,0.571,1.0,4승0무3패,3승,1-0-3,3-0-0
2021-04-11,2,두산,7,4,3,0,0.571,1.0,4승0무3패,1패,3-0-1,1-0-2
2021-04-11,2,SSG,7,4,3,0,0.571,1.0,4승0무3패,1패,3-0-1,1-0-2
2021-04-11,5,키움,8,4,4,0,0.5,1.5,4승0무4패,1승,2-0-3,2-0-1
2021-04-11,5,삼성,8,4,4,0,0.5,1.5,4승0무4패,4승,3-0-0,1-0-4
2021-04-11,7,KIA,7,3,4,0,0.429,2.0,3승0무4패,3패,0-0-3,3-0-1
2021-04-11,7,롯데,7,3,4,0,0.429,2.0,3승0무4패,1패,1-0-2,2-0-2
2021-04-11,7,한화,7,3,4,0,0.429,2.0,3승0무4패,1승,2-0-1,1-0-3
2021-04-11,10,KT,7,2,5,0,0.286,3.0,2승0무5패,4패,2-0-2,0-0-3
2021-04-13,1,NC,8,5,3,0,0.625,0.0,5승0무3패,4승,1-0-3,4-0-0
2021-04-13,1,LG,8,5,3,0,0.625,0.0,5승0무3패,1패,2-0-1,3-0-2
2021-04-13,3,키움,9,5,4,0,0.556,0.5,5승0무4패,2승,3-0-3,2-0-1
2021-04-13,3,삼성,9,5,4,0,0.556,0.5,5승0무4패,5승,4-0-0,1-0-4
2021-04-13,5,두산,8,4,4,0,0.5,1.0,4승0무4패,2패,3-0-2,1-0-2
2021-04-13,5,롯데,8,4,4,0,0.5,1.0,4승0무4패,1승,1-0-2,3-0-2
2021-04-13,5,SSG,8,4,4,0,0.5,1.0,4승0무4패,2패,3-0-2,1-0-2
2021-04-13,8,KT,8,3,5,0,0.375,2.0,3승0무5패,1승,2-0-2,1-0-3
2021-04-13,8,KIA,8,3,5,0,0.375,2.0,3승0무5패,4패,0-0-4,3-0-1
2021-04-13,8,한화,8,3,5,0,0.375,2.0,3승0무5패,1패,2-0-1,1-0-4
2021-04-14,1,NC,9,6,3,0,0.667,0.0,6승0무3패,5승,1-0-3,5-0-0
2021-04-14,1,LG,9,6,3,0,0.667,0.0,6승0무3패,1승,2-0-1,4-0-2
2021-04-14,3,두산,9,5,4,0,0.556,1.0,5승0무4패,1승,4-0-2,1-0-2
2021-04-14,4,키움,10,5,5,0,0.5,1.5,5승0무5패,1패,3-0-4,2-0-1
2021-04-14,4,삼성,10,5,5,0,0.5,1.5,5승0무5패,1패,4-0-1,1-0-4
2021-04-14,6,KIA,9,4,5,0,0.444,2.0,4승0무5패,1승,1-0-4,3-0-1
2021-04-14,6,롯데,9,4,5,0,0.444,2.0,4승0무5패,1패,1-0-2,3-0-3
2021-04-14,6,SSG,9,4,5,0,0.444,2.0,4승0무5패,3패,3-0-3,1-0-2
2021-04-14,6,한화,9,4,5,0,0.444,2.0,4승0무5패,1승,2-0-1,2-0-4
2021-04-14,10,KT,9,3,6,0,0.333,3.0,3승0무6패,1패,2-0-2,1-0-4
2021-04-15,1,LG,10,7,3,0,0.7,0.0,7승0무3패,2승,2-0-1,5-0-2
2021-04-15,2,NC,10,6,4,0,0.6,1.0,6승0무4패,1패,1-0-3,5-0-1
2021-04-15,3,삼성,11,6,5,0,0.545,1.5,6승0무4패,1승,5-0-1,1-0-4
2021-04-15,4,두산,10,5,5,0,0.5,2.0,5승0무5패,1패,4-0-3,1-0-2
2021-04-15,4,KIA,10,5,5,0,0.5,2.0,5승0무5패,2승,2-0-4,3-0-1
2021-04-15,4,SSG,10,5,5,0,0.5,2.0,5승0무5패,1승,4-0-3,1-0-2
2021-04-15,7,키움,11,5,6,0,0.455,2.5,4승0무6패,2패,3-0-5,2-0-1
2021-04-15,8,KT,10,4,6,0,0.4,3.0,4승0무6패,1승,2-0-2,2-0-4
2021-04-15,8,롯데,10,4,6,0,0.4,3.0,4승0무6패,2패,1-0-2,3-0-4
2021-04-15,8,한화,10,4,6,0,0.4,3.0,4승0무6패,1패,2-0-1,2-0-5
2021-04-16,1,LG,11,8,3,0,0.727,0.0,7승0무3패,3승,3-0-1,5-0-2
2021-04-16,2,NC,11,7,4,0,0.636,1.0,7승0무3패,1승,2-0-3,5-0-1
2021-04-16,3,KIA,11,6,5,0,0.545,2.0,6승0무4패,3승,2-0-4,4-0-1
2021-04-16,4,삼성,12,6,6,0,0.5,2.5,6승0무4패,1패,5-0-1,1-0-5
2021-04-16,5,두산,11,5,6,0,0.455,3.0,4승0무6패,2패,4-0-3,1-0-3
2021-04-16,5,KT,11,5,6,0,0.455,3.0,4승0무6패,2승,3-0-2,2-0-4
2021-04-16,5,롯데,11,5,6,0,0.455,3.0,5승0무5패,1승,2-0-2,3-0-4
2021-04-16,5,SSG,11,5,6,0,0.455,3.0,4승0무6패,1패,4-0-4,1-0-2
2021-04-16,9,키움,12,5,7,0,0.417,3.5,3승0무7패,3패,3-0-5,2-0-2
2021-04-16,10,한화,11,4,7,0,0.364,4.0,4승0무6패,2패,2-0-1,2-0-6
2021-04-17,1,NC,12,8,4,0,0.667,0.0,8승0무2패,2승,3-0-3,5-0-1
2021-04-17,1,LG,12,8,4,0,0.667,0.0,6승0무4패,1패,3-0-2,5-0-2
2021-04-17,3,삼성,13,7,6,0,0.538,1.5,7승0무3패,1승,5-0-1,2-0-5
2021-04-17,4,두산,12,6,6,0,0.5,2.0,4승0무6패,1승,4-0-3,2-0-3
2021-04-17,4,KT,12,6,6,0,0.5,2.0,5승0무5패,3승,4-0-2,2-0-4
2021-04-17,4,KIA,12,6,6,0,0.5,2.0,5승0무5패,1패,2-0-4,4-0-2
2021-04-17,4,SSG,12,6,6,0,0.5,2.0,4승0무6패,1승,5-0-4,1-0-2
2021-04-17,8,롯데,12,5,7,0,0.417,3.0,4승0무6패,1패,2-0-3,3-0-4
2021-04-17,9,키움,13,5,8,0,0.385,3.5,3승0무7패,4패,3-0-5,2-0-3
2021-04-17,10,한화,12,4,8,0,0.333,4.0,4승0무6패,3패,2-0-1,2-0-7
2021-04-18,1,NC,13,8,5,0,0.615,0.0,7승0무3패,1패,3-0-4,5-0-1
2021-04-18,1,LG,13,8,5,0,0.615,0.0,6승0무4패,2패,3-0-3,5-0-2
2021-04-18,3,삼성,14,8,6,0,0.571,0.5,8승0무2패,2승,5-0-1,3-0-5
2021-04-18,4,두산,13,7,6,0,0.538,1.0,4승0무6패,2승,4-0-3,3-0-3
2021-04-18,4,KT,13,7,6,0,0.538,1.0,5승0무5패,4승,5-0-2,2-0-4
2021-04-18,4,SSG,13,7,6,0,0.538,1.0,5승0무5패,2승,6-0-4,1-0-2
2021-04-18,7,KIA,13,6,7,0,0.462,2.0,4승0무6패,2패,2-0-4,4-0-3
2021-04-18,8,롯데,13,5,8,0,0.385,3.0,4승0무6패,2패,2-0-4,3-0-4
2021-04-18,8,한화,13,5,8,0,0.385,3.0,4승0무6패,1승,2-0-1,3-0-7
2021-04-18,10,키움,14,5,9,0,0.357,3.5,3승0무7패,5패,3-0-5,2-0-4
2021-04-20,1,NC,14,8,6,0,0.571,0.0,7승0무3패,2패,3-0-5,5-0-1
2021-04-20,1,KT,14,8,6,0,0.571,0.0,6승0무4패,5승,5-0-2,3-0-4
2021-04-20,1,LG,14,8,6,0,0.571,0.0,5승0무5패,3패,3-0-4,5-0-2
2021-04-20,1,SSG,14,8,6,0,0.571,0.0,5승0무5패,3승,6-0-4,2-0-2
2021-04-20,5,삼성,15,8,7,0,0.533,0.5,7승0무3패,1패,5-0-2,3-0-5
2021-04-20,6,두산,14,7,7,0,0.5,1.0,4승0무6패,1패,4-0-3,3-0-4
2021-04-20,6,KIA,14,7,7,0,0.5,1.0,4승0무6패,1승,2-0-4,5-0-3
2021-04-20,8,롯데,14,6,8,0,0.429,2.0,4승0무6패,1승,3-0-4,3-0-4
2021-04-20,8,한화,14,6,8,0,0.429,2.0,5승0무5패,2승,3-0-1,3-0-7
2021-04-20,10,키움,15,5,10,0,0.333,3.5,3승0무7패,6패,3-0-5,2-0-5
2021-04-21,1,NC,15,9,6,0,0.6,0.0,7승0무3패,1승,4-0-5,5-0-1
2021-04-21,1,LG,15,9,6,0,0.6,0.0,5승0무5패,1승,4-0-4,5-0-2
2021-04-21,3,삼성,16,9,7,0,0.563,0.5,7승0무3패,1승,6-0-2,3-0-5
2021-04-21,4,KT,15,8,7,0,0.533,1.0,6승0무4패,1패,5-0-2,3-0-5
2021-04-21,4,SSG,15,8,7,0,0.533,1.0,5승0무5패,1패,6-0-4,2-0-3
2021-04-21,6,두산,15,7,8,0,0.467,2.0,4승0무6패,2패,4-0-3,3-0-5
2021-04-21,6,KIA,15,7,8,0,0.467,2.0,4승0무6패,1패,2-0-4,5-0-4
2021-04-21,6,롯데,15,7,8,0,0.467,2.0,5승0무5패,2승,4-0-4,3-0-4
2021-04-21,6,한화,15,7,8,0,0.467,2.0,5승0무5패,3승,4-0-1,3-0-7
2021-04-21,10,키움,16,5,11,0,0.313,4.5,2승0무8패,7패,3-0-5,2-0-6
2021-04-22,1,NC,16,9,7,0,0.563,0.0,6승0무4패,1패,4-0-6,5-0-1
2021-04-22,1,KT,16,9,7,0,0.563,0.0,7승0무3패,1승,5-0-2,4-0-5
2021-04-22,1,LG,16,9,7,0,0.563,0.0,5승0무5패,1패,4-0-5,5-0-2
2021-04-22,1,SSG,16,9,7,0,0.563,0.0,5승0무5패,1승,6-0-4,3-0-3
2021-04-22,5,삼성,17,9,8,0,0.529,0.5,6승0무4패,1패,6-0-3,3-0-5
2021-04-22,6,두산,16,8,8,0,0.5,1.0,4승0무6패,1승,4-0-3,4-0-5
2021-04-22,6,KIA,16,8,8,0,0.5,1.0,5승0무5패,1승,2-0-4,6-0-4
2021-04-22,8,롯데,16,7,9,0,0.438,2.0,4승0무6패,1패,4-0-5,3-0-4
2021-04-22,8,한화,16,7,9,0,0.438,2.0,5승0무5패,1패,4-0-2,3-0-7
2021-04-22,10,키움,17,6,11,0,0.353,3.5,3승0무7패,1승,3-0-5,3-0-6
2021-04-23,1,LG,17,10,7,0,0.588,0.0,5승0무5패,1승,4-0-5,6-0-2
2021-04-23,1,SSG,17,10,7,0,0.588,0.0,6승0무4패,2승,6-0-4,4-0-3
2021-04-23,3,NC,17,9,8,0,0.529,1.0,5승0무5패,2패,4-0-6,5-0-2
2021-04-23,3,두산,17,9,8,0,0.529,1.0,5승0무5패,2승,5-0-3,4-0-5
2021-04-23,3,KT,17,9,8,0,0.529,1.0,7승0무3패,1패,5-0-3,4-0-5
2021-04-23,3,KIA,17,9,8,0,0.529,1.0,6승0무4패,2승,3-0-4,6-0-4
2021-04-23,7,삼성,18,9,9,0,0.5,1.5,5승0무5패,2패,6-0-3,3-0-6
2021-04-23,8,롯데,17,8,9,0,0.471,2.0,5승0무5패,1승,4-0-5,4-0-4
2021-04-23,9,한화,17,7,10,0,0.412,3.0,4승0무6패,2패,4-0-3,3-0-7
2021-04-23,10,키움,18,6,12,0,0.333,4.5,2승0무8패,1패,3-0-6,3-0-6
2021-04-24,1,SSG,18,11,7,0,0.611,0.0,7승0무3패,3승,6-0-4,5-0-3
2021-04-24,2,두산,18,10,8,0,0.556,1.0,6승0무4패,3승,6-0-3,4-0-5
2021-04-24,2,LG,18,10,8,0,0.556,1.0,5승0무5패,1패,4-0-5,6-0-3
2021-04-24,4,삼성,19,10,9,0,0.526,1.5,5승0무5패,1승,6-0-3,4-0-6
2021-04-24,5,NC,18,9,9,0,0.5,2.0,4승0무6패,3패,4-0-6,5-0-3
2021-04-24,5,KT,18,9,9,0,0.5,2.0,6승0무4패,2패,5-0-4,4-0-5
2021-04-24,5,KIA,18,9,9,0,0.5,2.0,6승0무4패,1패,3-0-5,6-0-4
2021-04-24,5,롯데,18,9,9,0,0.5,2.0,5승0무5패,2승,4-0-5,5-0-4
2021-04-24,9,한화,18,8,10,0,0.444,3.0,5승0무5패,1승,5-0-3,3-0-7
2021-04-24,10,키움,19,6,13,0,0.316,5.5,1승0무9패,2패,3-0-7,3-0-6
2021-04-25,1,LG,19,11,8,0,0.579,0.0,5승0무5패,1승,4-0-5,7-0-3
2021-04-25,1,SSG,19,11,8,0,0.579,0.0,7승0무3패,1패,6-0-4,5-0-4
2021-04-25,3,삼성,20,11,9,0,0.55,0.5,6승0무4패,2승,6-0-3,5-0-6
2021-04-25,4,NC,19,10,9,0,0.526,1.0,4승0무6패,1승,4-0-6,6-0-3
2021-04-25,4,두산,19,10,9,0,0.526,1.0,5승0무5패,1패,6-0-4,4-0-5
2021-04-25,4,KT,19,10,9,0,0.526,1.0,7승0무3패,1승,6-0-4,4-0-5
2021-04-25,7,KIA,19,9,10,0,0.474,2.0,5승0무5패,2패,3-0-6,6-0-4
2021-04-25,7,롯데,19,9,10,0,0.474,2.0,5승0무5패,1패,4-0-5,5-0-5
2021-04-25,9,한화,19,8,11,0,0.421,3.0,4승0무6패,1패,5-0-4,3-0-7
2021-04-25,10,키움,20,7,13,0,0.35,4.5,2승0무8패,1승,4-0-7,3-0-6
2021-04-27,1,LG,20,12,8,0,0.6,0.0,5승0무5패,2승,5-0-5,7-0-3
2021-04-27,2,삼성,21,12,9,0,0.571,0.5,6승0무4패,3승,7-0-3,5-0-6
2021-04-27,3,KT,20,11,9,0,0.55,1.0,7승0무3패,2승,6-0-4,5-0-5
2021-04-27,3,SSG,20,11,9,0,0.55,1.0,6승0무4패,2패,6-0-5,5-0-4
2021-04-27,5,NC,20,10,10,0,0.5,2.0,4승0무6패,1패,4-0-6,6-0-4
2021-04-27,5,두산,20,10,10,0,0.5,2.0,5승0무5패,2패,6-0-4,4-0-6
2021-04-27,5,KIA,20,10,10,0,0.5,2.0,5승0무5패,1승,4-0-6,6-0-4
2021-04-27,8,롯데,20,9,11,0,0.45,3.0,5승0무5패,2패,4-0-5,5-0-6
2021-04-27,9,한화,20,8,12,0,0.4,4.0,4승0무6패,2패,5-0-4,3-0-8
2021-04-27,10,키움,21,8,13,0,0.381,4.5,3승0무7패,2승,5-0-7,3-0-6
2021-04-28,1,삼성,22,13,9,0,0.591,0.0,7승0무3패,4승,8-0-3,5-0-6
2021-04-28,2,LG,21,12,9,0,0.571,0.5,4승0무6패,1패,5-0-6,7-0-3
2021-04-28,2,SSG,21,12,9,0,0.571,0.5,7승0무3패,1승,7-0-5,5-0-4
2021-04-28,4,KT,21,11,10,0,0.524,1.5,6승0무4패,1패,6-0-4,5-0-6
2021-04-28,4,KIA,21,11,10,0,0.524,1.5,5승0무5패,2승,5-0-6,6-0-4
2021-04-28,6,NC,21,10,11,0,0.476,2.5,3승0무7패,2패,4-0-6,6-0-5
2021-04-28,6,두산,21,10,11,0,0.476,2.5,5승0무5패,3패,6-0-4,4-0-7
2021-04-28,6,롯데,21,10,11,0,0.476,2.5,5승0무5패,1승,4-0-5,6-0-6
2021-04-28,9,키움,22,9,13,0,0.409,4.0,4승0무6패,3승,6-0-7,3-0-6
2021-04-28,10,한화,21,8,13,0,0.381,4.5,4승0무6패,3패,5-0-4,3-0-9
2021-04-29,1,LG,22,13,9,0,0.591,0.0,5승0무5패,1승,6-0-6,7-0-3
2021-04-29,2,삼성,23,13,10,0,0.565,0.5,6승0무4패,1패,8-0-4,5-0-6
2021-04-29,3,KT,22,12,10,0,0.545,1.0,6승0무4패,1승,6-0-4,6-0-6
2021-04-29,3,KIA,22,12,10,0,0.545,1.0,6승0무4패,3승,6-0-6,6-0-4
2021-04-29,3,SSG,22,12,10,0,0.545,1.0,6승0무4패,1패,7-0-6,5-0-4
2021-04-29,6,NC,22,11,11,0,0.5,2.0,3승0무7패,1승,4-0-6,7-0-5
2021-04-29,6,두산,22,11,11,0,0.5,2.0,5승0무5패,1승,6-0-4,5-0-7
2021-04-29,8,롯데,22,10,12,0,0.455,3.0,5승0무5패,1패,4-0-5,6-0-7
2021-04-29,9,키움,23,9,14,0,0.391,4.5,4승0무6패,1패,6-0-8,3-0-6
2021-04-29,10,한화,22,8,14,0,0.364,5.0,4승0무6패,4패,5-0-4,3-0-10
2021-04-30,1,삼성,24,14,10,0,0.583,0.0,6승0무4패,1승,9-0-4,5-0-6
2021-04-30,2,KT,23,13,10,0,0.565,0.5,6승0무4패,2승,7-0-4,6-0-6
2021-04-30,2,LG,23,13,10,0,0.565,0.5,5승0무5패,1패,6-0-6,7-0-4
2021-04-30,4,두산,23,12,11,0,0.522,1.5,5승0무5패,2승,7-0-4,5-0-7
2021-04-30,4,KIA,23,12,11,0,0.522,1.5,6승0무4패,1패,6-0-6,6-0-5
2021-04-30,4,SSG,23,12,11,0,0.522,1.5,5승0무5패,2패,7-0-6,5-0-5
2021-04-30,7,NC,23,11,12,0,0.478,2.5,3승0무7패,1패,4-0-7,7-0-5
2021-04-30,8,롯데,23,10,13,0,0.435,3.5,5승0무5패,2패,4-0-6,6-0-7
2021-04-30,9,키움,24,10,14,0,0.417,4.0,5승0무5패,1승,6-0-8,4-0-6
2021-04-30,10,한화,23,9,14,0,0.391,4.5,4승0무6패,1승,5-0-4,4-0-10
2021-05-01,1,삼성,25,15,10,0,0.6,0.0,7승0무3패,2승,10-0-4,5-0-6
2021-05-01,2,KT,24,14,10,0,0.583,0.5,6승0무4패,3승,8-0-4,6-0-6
2021-05-01,3,LG,24,13,11,0,0.542,1.5,5승0무5패,2패,6-0-6,7-0-5
2021-05-01,3,SSG,24,13,11,0,0.542,1.5,5승0무5패,1승,7-0-6,6-0-5
2021-05-01,5,두산,24,12,12,0,0.5,2.5,5승0무5패,1패,7-0-5,5-0-7
2021-05-01,5,KIA,24,12,12,0,0.5,2.5,5승0무5패,2패,6-0-6,6-0-6
2021-05-01,7,NC,24,11,13,0,0.458,3.5,3승0무7패,2패,4-0-8,7-0-5
2021-05-01,8,키움,25,11,14,0,0.44,4.0,6승0무4패,2승,6-0-8,5-0-6
2021-05-01,9,롯데,24,10,14,0,0.417,4.5,4승0무6패,3패,4-0-7,6-0-7
2021-05-01,9,한화,24,10,14,0,0.417,4.5,4승0무6패,2승,5-0-4,5-0-10
2021-05-02,1,삼성,26,16,10,0,0.615,0.0,7승0무3패,3승,11-0-4,5-0-6
2021-05-02,2,KT,25,15,10,0,0.6,0.5,7승0무3패,4승,9-0-4,6-0-6
2021-05-02,3,두산,25,13,12,0,0.52,2.5,6승0무4패,1승,8-0-5,5-0-7
2021-05-02,3,LG,25,13,12,0,0.52,2.5,4승0무6패,3패,6-0-6,7-0-6
2021-05-02,3,SSG,25,13,12,0,0.52,2.5,5승0무5패,1패,7-0-6,6-0-6
2021-05-02,6,NC,25,12,13,0,0.48,3.5,3승0무7패,1승,5-0-8,7-0-5
2021-05-02,6,KIA,25,12,13,0,0.48,3.5,5승0무5패,3패,6-0-6,6-0-7
2021-05-02,8,한화,25,11,14,0,0.44,4.5,4승0무6패,3승,5-0-4,6-0-10
2021-05-02,9,키움,26,11,15,0,0.423,5.0,6승0무4패,1패,6-0-8,5-0-7
2021-05-02,10,롯데,25,10,15,0,0.4,5.5,3승0무7패,4패,4-0-8,6-0-7
2021-05-05,1,삼성,27,17,10,0,0.63,0.0,8승0무2패,4승,11-0-4,6-0-6
2021-05-05,2,KT,26,15,11,0,0.577,1.5,6승0무4패,1패,9-0-4,6-0-7
2021-05-05,3,LG,26,14,12,0,0.538,2.5,5승0무5패,1승,6-0-6,8-0-6
2021-05-05,3,SSG,26,14,12,0,0.538,2.5,5승0무5패,1승,7-0-6,7-0-6
2021-05-05,5,두산,26,13,13,0,0.5,3.5,5승0무5패,1패,8-0-6,5-0-7
2021-05-05,5,KIA,26,13,13,0,0.5,3.5,5승0무5패,1승,6-0-6,7-0-7
2021-05-05,7,NC,26,12,14,0,0.462,4.5,3승0무7패,1패,5-0-9,7-0-5
2021-05-05,8,키움,27,12,15,0,0.444,5.0,6승0무4패,1승,7-0-8,5-0-7
2021-05-05,9,한화,26,11,15,0,0.423,5.5,4승0무6패,1패,5-0-5,6-0-10
2021-05-05,10,롯데,26,10,16,0,0.385,6.5,3승0무7패,5패,4-0-9,6-0-7
2021-05-06,1,삼성,28,17,11,0,0.607,0.0,8승0무2패,1패,11-0-4,6-0-7
2021-05-06,2,KT,27,15,12,0,0.556,1.5,6승0무4패,2패,9-0-4,6-0-8
2021-05-06,2,LG,27,15,12,0,0.556,1.5,5승0무5패,2승,6-0-6,9-0-6
2021-05-06,4,SSG,27,14,13,0,0.519,2.5,4승0무6패,1패,7-0-6,7-0-7
2021-05-06,5,NC,27,13,14,0,0.481,3.5,4승0무6패,1승,6-0-9,7-0-5
2021-05-06,5,두산,27,13,14,0,0.481,3.5,4승0무6패,2패,8-0-7,5-0-7
2021-05-06,5,KIA,27,13,14,0,0.481,3.5,4승0무6패,1패,6-0-6,7-0-8
2021-05-06,8,키움,28,13,15,0,0.464,4.0,7승0무3패,2승,8-0-8,5-0-7
2021-05-06,9,한화,27,12,15,0,0.444,4.5,5승0무5패,1승,6-0-5,6-0-10
2021-05-06,10,롯데,27,11,16,0,0.407,5.5,3승0무7패,1승,5-0-9,6-0-7
2021-05-07,1,삼성,29,18,11,0,0.621,0.0,8승0무2패,1승,12-0-4,6-0-7
2021-05-07,2,KT,27,15,12,0,0.556,2.0,6승0무4패,2패,9-0-4,6-0-8
2021-05-07,2,LG,27,15,12,0,0.556,2.0,5승0무5패,2승,6-0-6,9-0-6
2021-05-07,4,SSG,27,14,13,0,0.519,3.0,4승0무6패,1패,7-0-6,7-0-7
